sentence,url,date_published,type
"Pro-Kremlin disinformation narratives frequently claim that popular protests around the world are allegedly incited and funded by the US and other Western states, including colour revolutions in post-Soviet states, the “Arab Spring” revolts, Euromaidan in Ukraine, protests in Catalonia and others.",https://euvsdisinfo.eu/report/the-wests-attack-against-belarus-is-also-an-attack-against-russia,2020-09-21,claim
"This narrative claims that protests, disorders and civil uprisings are never manifestations of popular discontent but are “colour revolutions” directed and funded by the West.",https://euvsdisinfo.eu/report/the-wests-attack-against-belarus-is-also-an-attack-against-russia,2020-09-21,claim
This is a recurring pro-Kremlin disinformation narrative about the Skripal poisoning.,https://euvsdisinfo.eu/report/the-west-is-getting-rid-of-the-bulgarian-weapon-supplier-to-ukraine,2019-02-24,claim
Pro-Kremlin disinformation narrative about Crimea.,https://euvsdisinfo.eu/report/amendments-to-the-constitution-of-russia-confirm-the-russian-status-of-crimea,2020-07-02,claim
"Recurring pro-Kremlin disinformation narratives about the illegal annexation of Crimea, claiming that it voted to rejoin Russia through a legal referendum.",https://euvsdisinfo.eu/report/a-referendum-ended-the-question-of-crimeas-affiliation,2021-08-17,claim
Pro-Kremlin disinformation narrative about Crimea.,https://euvsdisinfo.eu/report/turkey-considers-crimea-to-be-turkish,2020-10-14,claim
A recurring pro-Kremlin narrative about NATO belligerence towards Russia and Russophobia.,https://euvsdisinfo.eu/report/poland-is-becoming-more-like-a-us-nato-hostage,2020-06-27,claim
This message is consistent with the pro-Kremlin narrative about the imminent collapse of Western and European institutions.,https://euvsdisinfo.eu/report/council-of-europe-will-die-without-russias-membership,2019-05-09,claim
"Examples of the cases following this narrative include: a dying EU promotes an anti-Russian, anti-democratic agenda and NATO is useless.",https://euvsdisinfo.eu/report/council-of-europe-will-die-without-russias-membership,2019-05-09,claim
"This is a recurring disinformation narrative from pro-Kremlin outlets, claiming that the blame for the non-implementation of the Minsk agreements falls on Ukraine while also accusing Germany and France of ignoring this fact.",https://euvsdisinfo.eu/report/ukraine-produces-new-initiatives-while-not-abiding-by-minsk-germany-and-france-play-along,2021-07-22,claim
"This is a conspiracy theory consistent with recurring pro-Kremlin narratives about Western attempts to organise a colour revolution in Belarus, to disrupt Belarusian-Russian relations in general and development of the Union State of Belarus and Russia, in particular.",https://euvsdisinfo.eu/report/poland-is-behind-december-protests-against-belarus-russia-deeper-integration-in-minsk,2019-12-19,claim
Recurring pro-Kremlin disinformation narrative about Nazi Ukraine.,https://euvsdisinfo.eu/report/the-ukrainian-nation-is-the-subject-of-an-experiment-where,2016-11-24,claim
Recurring pro-Kremlin disinformation narrative on the annexation of Crimea claiming that Crimea has never really belonged to Ukraine and will never return to Ukraine.,https://euvsdisinfo.eu/report/ukrainians-have-to-forget-that-crimea-was-once-part-of-ukraine,2020-07-16,claim
This is a recurrent disinformation narrative by the pro-Kremlin media in Ukraine.,https://euvsdisinfo.eu/report/us-regards-ukraine-as-tool-of-containment-against-russia,2021-03-03,claim
"Recurring pro-Kremlin narratives painting NATO as an aggressive, expansionist military bloc; casting Ukraine as an artificial and/or failing state, fatally dependent on Western sponsorship and unable to make its own strategic choices",https://euvsdisinfo.eu/report/nato-forced-ukraine-to-adopt-anti-russian-foreign-policy,2019-10-07,claim
Pro-Kremlin disinformation narrative denigrating the European Court of Human Rights.,https://euvsdisinfo.eu/report/echr-ruling-proves-that-the-european-rule-of-law-does-not-exist,2019-09-17,claim
"An unfounded conspiracy theory, sharing a recurrent pro-Kremlin narrative about ""secret elites"" controlling world leaders.",https://euvsdisinfo.eu/report/the-covid-19-outbreak-is-not-about-a-virus-it-is-about-power,2020-04-12,claim
"The claim advances a recurring pro-Kremlin narrative which seeks to paint the West's approach to human rights as hypocritical and marred by double standards, as well as cast Western ""mainstream media"" as subservient to their respective governments.",https://euvsdisinfo.eu/report/western-media-silent-as-us-policeman-kills-peaceful-capitol-hill-protester,2021-08-28,claim
This is a recurring pro-Kremlin narrative about the West allegedly exploiting the environmental agenda and climate change topic for self-serving reasons and using it as an imperialist tool against other countries.,https://euvsdisinfo.eu/report/climate-issues-is-a-noose-used-by-americans-and-europeans-to-restrain-competitors,2021-03-29,claim
"Recurring pro-Kremlin disinformation narrative about Russiagate which denies Russian interference in the 2016 US presidential election, and secret power elites.",https://euvsdisinfo.eu/report/russiagate-was-a-collective-hysteria-campaign-to-control-american-society-by-shadowy-elites,2021-01-10,claim
"Recurring disinformation narratives about the American billionaire and the philanthropist George Soros, presenting him as a person who aims to control political systems in countries around the world.",https://euvsdisinfo.eu/report/soros-controls-the-current-political-elite-of-ukraine-and-most-likely-plays-an-important-role-with-his-money-in-the-events-in-belarus,2020-08-17,claim
"A common Soviet and Russian disinformation narrative aimed to prove that Soviet troops could not support the Warsaw Uprising due to numerous objective reasons (such as the lack of necessary forces, overstretched supply lines, lack of communication with the Polish Home Army and the Polish Government in London, etc.).",https://euvsdisinfo.eu/report/poland-re-writes-the-history-of-the-warsaw-uprising-accusing-the-ussr-in-its-failure,2019-08-01,claim
Recurring pro-Kremlin disinformation narratives claiming that Nazism in Ukraine is on the rise.,https://euvsdisinfo.eu/report/crimean-platform-the-west-nurtures-neo-nazi-mood-in-ukraine,2021-08-12,claim
Recurring pro-Kremlin narrative about the EU and Russophobia.,https://euvsdisinfo.eu/report/the-european-parliament-has-joined-forces-with-fascism,2019-09-23,claim
"Recurring pro-Kremlin narratives about western support of Ukrainian authorities as part of anti-Russian policy, about the West preparing a war against Russia, about Nazi Ukraine, and the Russophobic and Nazi collective West.",https://euvsdisinfo.eu/report/the-eu-supports-fascists-in-ukraine-and-threatens-war-against-russia,2019-05-23,claim
This is a recurring pro-Kremlin disinformation narrative about the illegal annexation of Crimea.,https://euvsdisinfo.eu/report/crimea-became-russian-after-its-residents-voted-for-reunification-with-russia,2019-11-13,claim
"Recurring pro-Kremlin disinformation narrative about Ukraine, claiming that Ukraine refuses to implement the Minsk agreements, undermining the statehood of Ukraine, and alleging that Ukraine is a state under foreign control.",https://euvsdisinfo.eu/report/western-curators-are-interested-in-freezing-the-conflict-in-the-donbas,2020-05-03,claim
Recurring pro-Kremlin disinformation narrative on the Navalny poisoning.,https://euvsdisinfo.eu/report/navalny-is-an-agent-of-the-russian-special-services,2020-09-08,claim
"Conspiracy theory with no proof presented to support any of the claims, mixing several recurrent pro-Kremlin disinformation narratives about an aggressive West and Russia as the ultimate target of international events.",https://euvsdisinfo.eu/report/british-intelligence-is-an-initiator-of-the-nagorno-karabakh-war,2020-10-27,claim
"But while he said in a subsequent tweet that there is a strong Bolivian community living in Arlington (indeed, one of the biggest in the US), which may easily explain the Twitter trend, RT ignored it and decided instead to push these allegations to promote its narrative of a US-backed coup in Bolivia.",https://euvsdisinfo.eu/report/twitter-campaign-against-evo-morales-run-by-cia,2019-11-14,claim
"The story also falls within the broader pro-Kremlin disinformation narrative attempting to deny the existence of genuine grass-root protests, portraying them as foreign-led efforts and fake colour revolutions.",https://euvsdisinfo.eu/report/twitter-campaign-against-evo-morales-run-by-cia,2019-11-14,claim
Recurring pro-Kremlin disinformation narrative about the war in Ukraine.,https://euvsdisinfo.eu/report/the-events-in-donbas-are-an-internal-ukrainian-conflict-in-which-russian-troops-were-never-involved,2021-04-27,claim
This is a recurring pro-Kremlin propaganda narrative about discrimination of the Russian-speaking minority and ubiquitous Russophobia in the Baltic states and beyond.,https://euvsdisinfo.eu/report/disinfo-rights-of-russian-speaking-people-are-violating-in-the-baltic-states-and-ukraine,2020-11-04,claim
A recurring pro-Kremlin narrative claiming that the West imposes censorship and that Russia protects freedom of speech and the press.,https://euvsdisinfo.eu/report/twitter-sanctions-against-russian-media-is-a-censorship-act,2020-09-28,claim
This is consistent with the broad pro-Kremlin narrative that seeks to discredit liberal democratic societies by claiming that the latter are totalitarian systems ruled by “globalist elites” and “shadow governments” which persecute anyone who expresses views that dissent from dominant “politically correct” liberal-globalist thinking.,https://euvsdisinfo.eu/report/twitter-sanctions-against-russian-media-is-a-censorship-act,2020-09-28,claim
See more similar disinfo narratives alleging that Western governments impose censorship and silence dissidents and that journalism is free in Russia.,https://euvsdisinfo.eu/report/twitter-sanctions-against-russian-media-is-a-censorship-act,2020-09-28,claim
"Recurring pro-Kremlin disinformation narrative about Ukraine, which is often claimed to be under external control from the US or the EU.",https://euvsdisinfo.eu/report/us-embassy-controls-decisions-taken-in-ukraine,2019-12-17,claim
"See previous disinformation narratives alleging that the US has turned Ukraine into a puppet, that Ukraine is under external control, that the US and EU control Ukraine or that the US State Department and US Embassy in Ukraine represent a system of “Gauleiter’s”.",https://euvsdisinfo.eu/report/us-embassy-controls-decisions-taken-in-ukraine,2019-12-17,claim
Recurring pro-Kremlin narrative claiming that Ukraine will not survive without Russian gas and that it is necessary to conclude a contract with Gazprom.,https://euvsdisinfo.eu/report/in-ukraine-pensioners-freeze-without-russian-gas,2019-11-09,claim
Recurring disinformation narrative about migration and alleged threats to Christianity in Europe.,https://euvsdisinfo.eu/report/european-cities-forbid-christmas-trees,2020-11-30,claim
"This is a mix of several recurrent pro-Kremlin disinformation narratives about the West waging information wars in order to destabilise Russia, about the case of Alexei Navalny as a fabrication, and about Europe as a vassal of the US.",https://euvsdisinfo.eu/report/west-needs-cases-like-navalny-fill-information-wars,2021-03-15,claim
"Recurring pro-Kremlin disinformation narrative painting Western governments as hostile toward ""alternative voices"" in the media, particularly Russian ones.",https://euvsdisinfo.eu/report/the-sanctions-put-on-dmitry-kiselev-do-not-concern-the-rt-agency,2020-01-17,claim
